idx;util;clip;label;overlap_ratio;concepts;id;movie;srt_name;video_name;graph_number
910;1;tt1045658scene-040.ss-0325.es-0335;Sure;1.00;['Type of plan', ' Body', ' Posture', ' Look'];tt1045658-040;tt1045658;scene-040.ss-0325.es-0335.srt;tt1045658_scene_40.mkv;39
911;1;tt1045658scene-041.ss-0336.es-0353;Sure;1.00;['Type of plan', ' Body', ' Clothes', ' Speech', ' Look'];tt1045658-041;tt1045658;scene-041.ss-0336.es-0353.srt;tt1045658_scene_41.mkv;40
912;1;tt1045658scene-042.ss-0354.es-0361;Sure;1.00;['Type of plan', ' Body', ' Clothes', ' Speech', ' Look'];tt1045658-042;tt1045658;scene-042.ss-0354.es-0361.srt;tt1045658_scene_42.mkv;41
913;1;tt1045658scene-043.ss-0362.es-0376;Not Sure;1.00;['Appearance', ' Clothes', ' Speech', ' Activities'];tt1045658-043;tt1045658;scene-043.ss-0362.es-0376.srt;tt1045658_scene_43.mkv;42
914;1;tt1045658scene-044.ss-0377.es-0387;Hard Neg;0.40;['Speech'];tt1045658-044;tt1045658;scene-044.ss-0377.es-0387.srt;tt1045658_scene_44.mkv;43
915;1;tt1045658scene-045.ss-0388.es-0393;Easy Neg;1.00;[''];tt1045658-045;tt1045658;scene-045.ss-0388.es-0393.srt;tt1045658_scene_45.mkv;44
916;1;tt1045658scene-046.ss-0394.es-0400;Easy Neg;1.00;[''];tt1045658-046;tt1045658;scene-046.ss-0394.es-0400.srt;tt1045658_scene_46.mkv;45
917;1;tt1045658scene-047.ss-0401.es-0413;Sure;0.96;['Speech', ' Activities'];tt1045658-047;tt1045658;scene-047.ss-0401.es-0413.srt;tt1045658_scene_47.mkv;46
918;1;tt1045658scene-048.ss-0414.es-0418;Sure;0.57;['Voice', ' Posture', ' Speech', ' Exp of  emotion', ' Soundtrack'];tt1045658-048;tt1045658;scene-048.ss-0414.es-0418.srt;tt1045658_scene_48.mkv;47
919;1;tt1045658scene-049.ss-0419.es-0432;Sure;1.00;['Voice', ' Posture', ' Speech', ' Exp of  emotion', ' Soundtrack'];tt1045658-049;tt1045658;scene-049.ss-0419.es-0432.srt;tt1045658_scene_49.mkv;48
920;1;tt1045658scene-050.ss-0433.es-0440;Sure;0.26;['Voice', ' Posture', ' Speech', ' Exp of  emotion', ' Soundtrack'];tt1045658-050;tt1045658;scene-050.ss-0433.es-0440.srt;tt1045658_scene_50.mkv;49
921;1;tt1045658scene-051.ss-0441.es-0468;Hard Neg;1.00;['Posture', ' Speech'];tt1045658-051;tt1045658;scene-051.ss-0441.es-0468.srt;tt1045658_scene_51.mkv;50
922;0;tt1045658scene-052.ss-0469.es-0469;Hard Neg;0.98;['Posture', ' Speech'];tt1045658-052;tt1045658;scene-052.ss-0469.es-0469.srt;tt1045658_scene_52.mp4;-1
923;1;tt1045658scene-053.ss-0470.es-0482;Sure;0.74;['Body', ' Appearance', ' Activities'];tt1045658-053;tt1045658;scene-053.ss-0470.es-0482.srt;tt1045658_scene_53.mkv;52
924;1;tt1045658scene-054.ss-0483.es-0503;Sure;0.29;['Body', ' Appearance', ' Activities'];tt1045658-054;tt1045658;scene-054.ss-0483.es-0503.srt;tt1045658_scene_54.mkv;53
925;1;tt1045658scene-055.ss-0504.es-0514;Easy Neg;1.00;[''];tt1045658-055;tt1045658;scene-055.ss-0504.es-0514.srt;tt1045658_scene_55.mkv;54
926;1;tt1045658scene-056.ss-0515.es-0537;Easy Neg;1.00;[''];tt1045658-056;tt1045658;scene-056.ss-0515.es-0537.srt;tt1045658_scene_56.mkv;55
927;1;tt1045658scene-057.ss-0538.es-0544;Hard Neg;0.89;['Speech'];tt1045658-057;tt1045658;scene-057.ss-0538.es-0544.srt;tt1045658_scene_57.mkv;56
928;1;tt1045658scene-058.ss-0545.es-0548;Hard Neg;1.00;['Speech'];tt1045658-058;tt1045658;scene-058.ss-0545.es-0548.srt;tt1045658_scene_58.mkv;57
929;1;tt1045658scene-059.ss-0549.es-0550;Hard Neg;1.00;['Activities'];tt1045658-059;tt1045658;scene-059.ss-0549.es-0550.srt;tt1045658_scene_59.mkv;58
930;1;tt1045658scene-060.ss-0551.es-0564;Hard Neg;1.00;['Clothes'];tt1045658-060;tt1045658;scene-060.ss-0551.es-0564.srt;tt1045658_scene_60.mkv;59
931;1;tt1045658scene-061.ss-0565.es-0572;Not Sure;0.70;['Speech'];tt1045658-061;tt1045658;scene-061.ss-0565.es-0572.srt;tt1045658_scene_61.mkv;60
932;1;tt1045658scene-062.ss-0573.es-0583;Not Sure;0.99;['Speech'];tt1045658-062;tt1045658;scene-062.ss-0573.es-0583.srt;tt1045658_scene_62.mkv;61
933;1;tt1045658scene-063.ss-0584.es-0598;Sure;0.39;['Speech'];tt1045658-063;tt1045658;scene-063.ss-0584.es-0598.srt;tt1045658_scene_63.mkv;62
934;1;tt1045658scene-064.ss-0599.es-0602;Easy Neg;1.00;[''];tt1045658-064;tt1045658;scene-064.ss-0599.es-0602.srt;tt1045658_scene_64.mkv;63
935;1;tt1045658scene-065.ss-0603.es-0608;Easy Neg;1.00;[''];tt1045658-065;tt1045658;scene-065.ss-0603.es-0608.srt;tt1045658_scene_65.mkv;64
936;1;tt1045658scene-066.ss-0609.es-0613;Easy Neg;1.00;[''];tt1045658-066;tt1045658;scene-066.ss-0609.es-0613.srt;tt1045658_scene_66.mkv;65
937;1;tt1045658scene-067.ss-0614.es-0621;Sure;0.80;['Type of plan', ' Posture', ' Look'];tt1045658-067;tt1045658;scene-067.ss-0614.es-0621.srt;tt1045658_scene_67.mkv;66
938;1;tt1045658scene-068.ss-0622.es-0623;Not Sure;1.00;['Voice', ' Speech', ' Look', ' Narratology'];tt1045658-068;tt1045658;scene-068.ss-0622.es-0623.srt;tt1045658_scene_68.mkv;67
939;1;tt1045658scene-069.ss-0624.es-0635;Sure;0.75;['Body', ' Clothes', ' Speech'];tt1045658-069;tt1045658;scene-069.ss-0624.es-0635.srt;tt1045658_scene_69.mkv;68
940;1;tt1045658scene-070.ss-0636.es-0642;Sure;1.00;['Body', ' Clothes'];tt1045658-070;tt1045658;scene-070.ss-0636.es-0642.srt;tt1045658_scene_70.mkv;69
941;1;tt1045658scene-071.ss-0643.es-0648;Sure;1.00;['Body', ' Clothes'];tt1045658-071;tt1045658;scene-071.ss-0643.es-0648.srt;tt1045658_scene_71.mkv;70
942;1;tt1045658scene-072.ss-0649.es-0667;Not Sure;1.00;['Appearance', ' Clothes', ' Speech'];tt1045658-072;tt1045658;scene-072.ss-0649.es-0667.srt;tt1045658_scene_72.mkv;71
943;1;tt1045658scene-073.ss-0668.es-0671;Sure;0.85;['Body', ' Appearance', ' Clothes'];tt1045658-073;tt1045658;scene-073.ss-0668.es-0671.srt;tt1045658_scene_73.mkv;72
944;1;tt1045658scene-074.ss-0672.es-0692;Sure;0.37;['Body', ' Appearance', ' Clothes'];tt1045658-074;tt1045658;scene-074.ss-0672.es-0692.srt;tt1045658_scene_74.mkv;73
945;1;tt1045658scene-075.ss-0693.es-0703;Sure;0.20;['Type of plan', ' Body', ' Appearance', ' Clothes'];tt1045658-075;tt1045658;scene-075.ss-0693.es-0703.srt;tt1045658_scene_75.mkv;74
946;1;tt1045658scene-076.ss-0704.es-0708;Sure;0.51;['Type of plan', ' Body', ' Appearance', ' Clothes'];tt1045658-076;tt1045658;scene-076.ss-0704.es-0708.srt;tt1045658_scene_76.mkv;75
947;1;tt1045658scene-077.ss-0709.es-0719;Hard Neg;1.00;['Speech', ' Exp of  emotion'];tt1045658-077;tt1045658;scene-077.ss-0709.es-0719.srt;tt1045658_scene_77.mkv;76
948;1;tt1045658scene-078.ss-0720.es-0731;Sure;0.26;['Posture', ' Speech'];tt1045658-078;tt1045658;scene-078.ss-0720.es-0731.srt;tt1045658_scene_78.mkv;77
949;1;tt1045658scene-079.ss-0732.es-0739;Sure;0.47;['Type of plan', ' Body', ' Appearance'];tt1045658-079;tt1045658;scene-079.ss-0732.es-0739.srt;tt1045658_scene_79.mkv;78
950;1;tt1045658scene-080.ss-0740.es-0754;Sure;0.96;['Speech', ' Activities'];tt1045658-080;tt1045658;scene-080.ss-0740.es-0754.srt;tt1045658_scene_80.mkv;79
951;1;tt1045658scene-081.ss-0755.es-0770;Sure;1.00;['Speech', ' Activities'];tt1045658-081;tt1045658;scene-081.ss-0755.es-0770.srt;tt1045658_scene_81.mkv;80
952;1;tt1045658scene-082.ss-0771.es-0791;Hard Neg;0.94;['Speech'];tt1045658-082;tt1045658;scene-082.ss-0771.es-0791.srt;tt1045658_scene_82.mkv;81
953;1;tt1045658scene-083.ss-0792.es-0799;Hard Neg;1.00;['Speech'];tt1045658-083;tt1045658;scene-083.ss-0792.es-0799.srt;tt1045658_scene_83.mkv;82
954;1;tt1045658scene-084.ss-0800.es-0810;Hard Neg;1.00;['Appearance', ' Clothes'];tt1045658-084;tt1045658;scene-084.ss-0800.es-0810.srt;tt1045658_scene_84.mkv;83
955;1;tt1045658scene-085.ss-0811.es-0819;Hard Neg;1.00;['Body'];tt1045658-085;tt1045658;scene-085.ss-0811.es-0819.srt;tt1045658_scene_85.mkv;84
956;1;tt1045658scene-086.ss-0820.es-0829;Not Sure;0.74;['Speech'];tt1045658-086;tt1045658;scene-086.ss-0820.es-0829.srt;tt1045658_scene_86.mkv;85
957;1;tt1045658scene-087.ss-0830.es-0835;Sure;0.25;['Type of plan', ' Look'];tt1045658-087;tt1045658;scene-087.ss-0830.es-0835.srt;tt1045658_scene_87.mkv;86
958;1;tt1045658scene-088.ss-0836.es-0853;Hard Neg;0.48;['Speech'];tt1045658-088;tt1045658;scene-088.ss-0836.es-0853.srt;tt1045658_scene_88.mkv;87
959;1;tt1045658scene-089.ss-0854.es-0865;Hard Neg;1.00;['Posture', ' Speech'];tt1045658-089;tt1045658;scene-089.ss-0854.es-0865.srt;tt1045658_scene_89.mkv;88
960;1;tt1045658scene-090.ss-0866.es-0870;Hard Neg;1.00;['Posture', ' Speech'];tt1045658-090;tt1045658;scene-090.ss-0866.es-0870.srt;tt1045658_scene_90.mkv;89
961;1;tt1045658scene-091.ss-0871.es-0889;Hard Neg;0.88;['Posture', ' Speech'];tt1045658-091;tt1045658;scene-091.ss-0871.es-0889.srt;tt1045658_scene_91.mkv;90
962;1;tt1045658scene-092.ss-0890.es-0899;Hard Neg;0.90;['Speech'];tt1045658-092;tt1045658;scene-092.ss-0890.es-0899.srt;tt1045658_scene_92.mkv;91
963;1;tt1045658scene-093.ss-0900.es-0914;Easy Neg;1.00;[''];tt1045658-093;tt1045658;scene-093.ss-0900.es-0914.srt;tt1045658_scene_93.mkv;92
964;1;tt1045658scene-094.ss-0915.es-0919;Hard Neg;0.32;['Speech'];tt1045658-094;tt1045658;scene-094.ss-0915.es-0919.srt;tt1045658_scene_94.mkv;93
965;1;tt1045658scene-095.ss-0920.es-0931;Hard Neg;0.32;['Speech'];tt1045658-095;tt1045658;scene-095.ss-0920.es-0931.srt;tt1045658_scene_95.mkv;94
966;1;tt1045658scene-096.ss-0932.es-0949;Hard Neg;1.00;['Posture', ' Speech'];tt1045658-096;tt1045658;scene-096.ss-0932.es-0949.srt;tt1045658_scene_96.mkv;95
967;1;tt1045658scene-097.ss-0950.es-0957;Hard Neg;0.75;['Speech'];tt1045658-097;tt1045658;scene-097.ss-0950.es-0957.srt;tt1045658_scene_97.mkv;96
968;1;tt1045658scene-098.ss-0958.es-0960;Hard Neg;0.90;['Type of plan', ' Look'];tt1045658-098;tt1045658;scene-098.ss-0958.es-0960.srt;tt1045658_scene_98.mkv;97
969;1;tt1045658scene-099.ss-0961.es-0963;Not Sure;0.91;['Body', ' Appearance', ' Clothes', ' Posture'];tt1045658-099;tt1045658;scene-099.ss-0961.es-0963.srt;tt1045658_scene_99.mkv;98
970;0;tt1045658scene-100.ss-0964.es-0969;Sure;0.75;['Type of plan', ' Body'];tt1045658-100;tt1045658;scene-100.ss-0964.es-0969.srt;tt1045658_scene_100.mp4;99
971;1;tt1045658scene-101.ss-0970.es-0980;Sure;1.00;['Type of plan', ' Body'];tt1045658-101;tt1045658;scene-101.ss-0970.es-0980.srt;tt1045658_scene_101.mkv;100
972;0;tt1045658scene-102.ss-0981.es-0985;Sure;0.84;['Body', ' Look'];tt1045658-102;tt1045658;scene-102.ss-0981.es-0985.srt;tt1045658_scene_102.mp4;101
973;1;tt1045658scene-103.ss-0986.es-0994;Sure;0.24;['Type of plan', ' Body', ' Appearance', ' Posture', ' Look'];tt1045658-103;tt1045658;scene-103.ss-0986.es-0994.srt;tt1045658_scene_103.mkv;102
974;1;tt1045658scene-104.ss-0995.es-1001;Not Sure;1.00;['Type of plan', ' Speech'];tt1045658-104;tt1045658;scene-104.ss-0995.es-1001.srt;tt1045658_scene_104.mkv;103
975;1;tt1045658scene-105.ss-1002.es-1015;Not Sure;1.00;['Speech', ' Look'];tt1045658-105;tt1045658;scene-105.ss-1002.es-1015.srt;tt1045658_scene_105.mkv;104
976;1;tt1045658scene-106.ss-1016.es-1032;Sure;0.49;['Body', ' Clothes', ' Posture', ' Activities', ' Look'];tt1045658-106;tt1045658;scene-106.ss-1016.es-1032.srt;tt1045658_scene_106.mkv;105
977;1;tt1045658scene-107.ss-1033.es-1046;Sure;0.66;['Type of plan', ' Clothes', ' Posture', ' Speech'];tt1045658-107;tt1045658;scene-107.ss-1033.es-1046.srt;tt1045658_scene_107.mkv;106
978;1;tt1045658scene-108.ss-1047.es-1053;Easy Neg;1.00;[''];tt1045658-108;tt1045658;scene-108.ss-1047.es-1053.srt;tt1045658_scene_108.mkv;107
979;1;tt1045658scene-109.ss-1054.es-1057;Easy Neg;1.00;[''];tt1045658-109;tt1045658;scene-109.ss-1054.es-1057.srt;tt1045658_scene_109.mkv;108
980;1;tt1045658scene-110.ss-1058.es-1067;Hard Neg;0.92;['Speech'];tt1045658-110;tt1045658;scene-110.ss-1058.es-1067.srt;tt1045658_scene_110.mkv;109
981;1;tt1045658scene-111.ss-1068.es-1072;Hard Neg;1.00;['Speech'];tt1045658-111;tt1045658;scene-111.ss-1068.es-1072.srt;tt1045658_scene_111.mkv;110
982;1;tt1045658scene-112.ss-1073.es-1080;Hard Neg;1.00;['Speech'];tt1045658-112;tt1045658;scene-112.ss-1073.es-1080.srt;tt1045658_scene_112.mkv;111
983;1;tt1045658scene-113.ss-1081.es-1089;Hard Neg;0.90;['Speech'];tt1045658-113;tt1045658;scene-113.ss-1081.es-1089.srt;tt1045658_scene_113.mkv;112
984;1;tt1045658scene-114.ss-1090.es-1103;Hard Neg;0.60;['Clothes'];tt1045658-114;tt1045658;scene-114.ss-1090.es-1103.srt;tt1045658_scene_114.mkv;113
985;1;tt1045658scene-115.ss-1104.es-1120;Hard Neg;1.00;['Clothes'];tt1045658-115;tt1045658;scene-115.ss-1104.es-1120.srt;tt1045658_scene_115.mkv;114
986;0;tt1045658scene-116.ss-1121.es-1123;Sure;0.37;['Type of plan', ' Body', ' Look'];tt1045658-116;tt1045658;scene-116.ss-1121.es-1123.srt;tt1045658_scene_116.mp4;-1
987;1;tt1045658scene-117.ss-1124.es-1126;Sure;1.00;['Speech'];tt1045658-117;tt1045658;scene-117.ss-1124.es-1126.srt;tt1045658_scene_117.mkv;116
988;1;tt1045658scene-118.ss-1127.es-1138;Sure;0.46;['Type of plan', ' Body', ' Voice', ' Clothes', ' Posture', ' Look'];tt1045658-118;tt1045658;scene-118.ss-1127.es-1138.srt;tt1045658_scene_118.mkv;117
989;1;tt1045658scene-119.ss-1139.es-1145;Hard Neg;1.00;['Speech'];tt1045658-119;tt1045658;scene-119.ss-1139.es-1145.srt;tt1045658_scene_119.mkv;118
990;1;tt1045658scene-120.ss-1146.es-1160;Hard Neg;1.00;['Speech'];tt1045658-120;tt1045658;scene-120.ss-1146.es-1160.srt;tt1045658_scene_120.mkv;119
991;1;tt1045658scene-121.ss-1161.es-1163;Hard Neg;1.00;['Speech'];tt1045658-121;tt1045658;scene-121.ss-1161.es-1163.srt;tt1045658_scene_121.mkv;120
992;1;tt1045658scene-122.ss-1164.es-1169;Hard Neg;0.87;['Speech'];tt1045658-122;tt1045658;scene-122.ss-1164.es-1169.srt;tt1045658_scene_122.mkv;121
993;1;tt1045658scene-123.ss-1170.es-1194;Easy Neg;1.00;[''];tt1045658-123;tt1045658;scene-123.ss-1170.es-1194.srt;tt1045658_scene_123.mkv;122
994;1;tt1045658scene-124.ss-1195.es-1197;Hard Neg;0.55;['Posture', ' Speech'];tt1045658-124;tt1045658;scene-124.ss-1195.es-1197.srt;tt1045658_scene_124.mkv;123
995;1;tt1045658scene-125.ss-1198.es-1208;Hard Neg;1.00;['Posture', ' Speech'];tt1045658-125;tt1045658;scene-125.ss-1198.es-1208.srt;tt1045658_scene_125.mkv;124
996;1;tt1045658scene-126.ss-1209.es-1219;Sure;0.72;['Speech', ' Look'];tt1045658-126;tt1045658;scene-126.ss-1209.es-1219.srt;tt1045658_scene_126.mkv;125
997;1;tt1045658scene-127.ss-1220.es-1241;Sure;0.42;['Speech', ' Look'];tt1045658-127;tt1045658;scene-127.ss-1220.es-1241.srt;tt1045658_scene_127.mkv;126
998;1;tt1045658scene-128.ss-1242.es-1254;Hard Neg;1.00;['Speech', ' Look'];tt1045658-128;tt1045658;scene-128.ss-1242.es-1254.srt;tt1045658_scene_128.mkv;127
999;1;tt1045658scene-129.ss-1255.es-1271;Hard Neg;1.00;['Speech', ' Look'];tt1045658-129;tt1045658;scene-129.ss-1255.es-1271.srt;tt1045658_scene_129.mkv;128
1000;1;tt1045658scene-130.ss-1272.es-1291;Hard Neg;1.00;['Speech', ' Look'];tt1045658-130;tt1045658;scene-130.ss-1272.es-1291.srt;tt1045658_scene_130.mkv;129
1001;1;tt1045658scene-131.ss-1292.es-1305;Hard Neg;1.00;['Speech'];tt1045658-131;tt1045658;scene-131.ss-1292.es-1305.srt;tt1045658_scene_131.mkv;130
1002;1;tt1045658scene-132.ss-1306.es-1321;Hard Neg;1.00;['Speech'];tt1045658-132;tt1045658;scene-132.ss-1306.es-1321.srt;tt1045658_scene_132.mkv;131
1003;1;tt1045658scene-133.ss-1322.es-1347;Hard Neg;1.00;['Speech'];tt1045658-133;tt1045658;scene-133.ss-1322.es-1347.srt;tt1045658_scene_133.mkv;132
1004;0;tt1045658scene-134.ss-1348.es-1348;Hard Neg;0.41;['Posture'];tt1045658-134;tt1045658;scene-134.ss-1348.es-1348.srt;tt1045658_scene_134.mp4;133
1005;1;tt1045658scene-135.ss-1349.es-1352;Hard Neg;1.00;['Type of plan', ' Body'];tt1045658-135;tt1045658;scene-135.ss-1349.es-1352.srt;tt1045658_scene_135.mkv;134
1006;1;tt1045658scene-136.ss-1353.es-1357;Hard Neg;1.00;['Body', ' Clothes'];tt1045658-136;tt1045658;scene-136.ss-1353.es-1357.srt;tt1045658_scene_136.mkv;135
1007;1;tt1045658scene-137.ss-1358.es-1379;Not Sure;0.51;['Type of plan', ' Look', ' Exp of  emotion'];tt1045658-137;tt1045658;scene-137.ss-1358.es-1379.srt;tt1045658_scene_137.mkv;136
1008;0;tt1045658scene-138.ss-1380.es-1380;Not Sure;1.00;['Type of plan', ' Look', ' Exp of  emotion'];tt1045658-138;tt1045658;scene-138.ss-1380.es-1380.srt;tt1045658_scene_138.mp4;-1
1009;1;tt1045658scene-139.ss-1381.es-1397;Sure;0.24;['Type of plan', ' Body', ' Appearance', ' Clothes', ' Posture', ' Activities', ' Look'];tt1045658-139;tt1045658;scene-139.ss-1381.es-1397.srt;tt1045658_scene_139.mkv;138
1010;1;tt1045658scene-140.ss-1398.es-1403;Easy Neg;1.00;[''];tt1045658-140;tt1045658;scene-140.ss-1398.es-1403.srt;tt1045658_scene_140.mkv;139
1011;1;tt1045658scene-141.ss-1404.es-1411;Hard Neg;0.71;['Clothes'];tt1045658-141;tt1045658;scene-141.ss-1404.es-1411.srt;tt1045658_scene_141.mkv;140
1012;1;tt1045658scene-142.ss-1412.es-1419;Hard Neg;0.25;['Exp of  emotion'];tt1045658-142;tt1045658;scene-142.ss-1412.es-1419.srt;tt1045658_scene_142.mkv;141
1013;0;tt1045658scene-143.ss-1420.es-1425;Sure;0.76;['Type of plan', ' Body', ' Look'];tt1045658-143;tt1045658;scene-143.ss-1420.es-1425.srt;tt1045658_scene_143.mp4;142
1014;1;tt1045658scene-144.ss-1426.es-1427;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-144;tt1045658;scene-144.ss-1426.es-1427.srt;tt1045658_scene_144.mkv;143
1015;0;tt1045658scene-145.ss-1428.es-1429;Sure;1.00;['Type of plan', ' Look'];tt1045658-145;tt1045658;scene-145.ss-1428.es-1429.srt;tt1045658_scene_145.mp4;144
1016;1;tt1045658scene-146.ss-1430.es-1431;Sure;1.00;['Type of plan', ' Look'];tt1045658-146;tt1045658;scene-146.ss-1430.es-1431.srt;tt1045658_scene_146.mkv;145
1017;0;tt1045658scene-147.ss-1432.es-1434;Sure;1.00;['Type of plan', ' Look'];tt1045658-147;tt1045658;scene-147.ss-1432.es-1434.srt;tt1045658_scene_147.mp4;146
1018;1;tt1045658scene-148.ss-1435.es-1440;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-148;tt1045658;scene-148.ss-1435.es-1440.srt;tt1045658_scene_148.mkv;147
1019;0;tt1045658scene-149.ss-1441.es-1444;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-149;tt1045658;scene-149.ss-1441.es-1444.srt;tt1045658_scene_149.mp4;-1
1020;0;tt1045658scene-150.ss-1445.es-1445;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-150;tt1045658;scene-150.ss-1445.es-1445.srt;tt1045658_scene_150.mp4;149
1021;1;tt1045658scene-151.ss-1446.es-1447;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-151;tt1045658;scene-151.ss-1446.es-1447.srt;tt1045658_scene_151.mkv;150
1022;0;tt1045658scene-152.ss-1448.es-1452;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-152;tt1045658;scene-152.ss-1448.es-1452.srt;tt1045658_scene_152.mp4;151
1023;1;tt1045658scene-153.ss-1453.es-1458;Sure;1.00;['Type of plan', ' Body', ' Look'];tt1045658-153;tt1045658;scene-153.ss-1453.es-1458.srt;tt1045658_scene_153.mkv;152
1024;0;tt1045658scene-154.ss-1459.es-1462;Easy Neg;1.00;[''];tt1045658-154;tt1045658;scene-154.ss-1459.es-1462.srt;tt1045658_scene_154.mp4;153
1025;1;tt1045658scene-155.ss-1463.es-1467;Hard Neg;0.53;['Body', ' Appearance', ' Clothes'];tt1045658-155;tt1045658;scene-155.ss-1463.es-1467.srt;tt1045658_scene_155.mkv;154
1026;1;tt1045658scene-156.ss-1468.es-1491;Sure;0.60;['Body', ' Appearance', ' Clothes', ' Posture', ' Activities', ' Exp of  emotion'];tt1045658-156;tt1045658;scene-156.ss-1468.es-1491.srt;tt1045658_scene_156.mkv;155
1027;1;tt1045658scene-157.ss-1492.es-1535;Sure;0.45;['Body', ' Appearance', ' Clothes', ' Posture', ' Activities'];tt1045658-157;tt1045658;scene-157.ss-1492.es-1535.srt;tt1045658_scene_157.mkv;156
1028;1;tt1045658scene-158.ss-1536.es-1556;Sure;0.34;['Body', ' Clothes', ' Posture', ' Activities'];tt1045658-158;tt1045658;scene-158.ss-1536.es-1556.srt;tt1045658_scene_158.mkv;157
1029;1;tt1045658scene-159.ss-1557.es-1578;Not Sure;0.53;['Body', ' Appearance', ' Clothes'];tt1045658-159;tt1045658;scene-159.ss-1557.es-1578.srt;tt1045658_scene_159.mkv;158
1030;1;tt1045658scene-160.ss-1579.es-1583;Sure;0.33;['Type of plan', ' Posture', ' Activities', ' Look'];tt1045658-160;tt1045658;scene-160.ss-1579.es-1583.srt;tt1045658_scene_160.mkv;159
1031;1;tt1045658scene-161.ss-1584.es-1598;Hard Neg;1.00;['Look', ' Exp of  emotion'];tt1045658-161;tt1045658;scene-161.ss-1584.es-1598.srt;tt1045658_scene_161.mkv;160
1032;1;tt1045658scene-162.ss-1599.es-1601;Sure;0.84;['Type of plan'];tt1045658-162;tt1045658;scene-162.ss-1599.es-1601.srt;tt1045658_scene_162.mkv;161
1033;1;tt1045658scene-163.ss-1602.es-1605;Sure;1.00;['Type of plan'];tt1045658-163;tt1045658;scene-163.ss-1602.es-1605.srt;tt1045658_scene_163.mkv;162
1034;1;tt1045658scene-164.ss-1606.es-1616;Sure;1.00;['Type of plan'];tt1045658-164;tt1045658;scene-164.ss-1606.es-1616.srt;tt1045658_scene_164.mkv;163
1035;1;tt1045658scene-165.ss-1617.es-1627;Sure;0.22;['Type of plan', ' Voice', ' Speech', ' Look', ' Exp of  emotion'];tt1045658-165;tt1045658;scene-165.ss-1617.es-1627.srt;tt1045658_scene_165.mkv;164
1036;1;tt1045658scene-166.ss-1628.es-1640;Sure;0.83;['Type of plan', ' Voice', ' Speech', ' Look', ' Exp of  emotion'];tt1045658-166;tt1045658;scene-166.ss-1628.es-1640.srt;tt1045658_scene_166.mkv;165
1037;0;tt1045658scene-167.ss-1641.es-1651;Hard Neg;0.22;['Exp of  emotion'];tt1045658-167;tt1045658;scene-167.ss-1641.es-1651.srt;tt1045658_scene_167.mp4;-1
1038;1;tt1045658scene-168.ss-1652.es-1663;Hard Neg;0.38;['Clothes', ' Posture'];tt1045658-168;tt1045658;scene-168.ss-1652.es-1663.srt;tt1045658_scene_168.mkv;167
1039;0;tt1045658scene-169.ss-1664.es-1664;Easy Neg;1.00;[''];tt1045658-169;tt1045658;scene-169.ss-1664.es-1664.srt;;-1
1040;1;tt1142988scene-001.ss-0005.es-0007;Not Sure;0.92;['Appearance', ' Clothes', ' Speech'];tt1142988-001;tt1142988;scene-001.ss-0005.es-0007.srt;tt1142988_scene_1.mkv;0
1041;1;tt1142988scene-002.ss-0008.es-0008;Not Sure;0.27;['Speech'];tt1142988-002;tt1142988;scene-002.ss-0008.es-0008.srt;tt1142988_scene_2.mkv;1
1042;1;tt1142988scene-003.ss-0008.es-0008;Not Sure;0.27;['Speech'];tt1142988-003;tt1142988;scene-003.ss-0008.es-0008.srt;tt1142988_scene_3.mkv;-1
1043;1;tt1142988scene-004.ss-0008.es-0010;Not Sure;0.27;['Speech'];tt1142988-004;tt1142988;scene-004.ss-0008.es-0010.srt;tt1142988_scene_4.mkv;-1
1044;1;tt1142988scene-005.ss-0011.es-0014;Easy Neg;1.00;[''];tt1142988-005;tt1142988;scene-005.ss-0011.es-0014.srt;tt1142988_scene_5.mkv;4
1045;1;tt1142988scene-006.ss-0015.es-0026;Easy Neg;1.00;[''];tt1142988-006;tt1142988;scene-006.ss-0015.es-0026.srt;tt1142988_scene_6.mkv;5
1046;1;tt1142988scene-007.ss-0027.es-0032;Easy Neg;1.00;[''];tt1142988-007;tt1142988;scene-007.ss-0027.es-0032.srt;tt1142988_scene_7.mkv;6
1047;1;tt1142988scene-008.ss-0033.es-0040;Easy Neg;1.00;[''];tt1142988-008;tt1142988;scene-008.ss-0033.es-0040.srt;tt1142988_scene_8.mkv;7
1048;1;tt1142988scene-009.ss-0041.es-0042;Hard Neg;0.96;['Speech'];tt1142988-009;tt1142988;scene-009.ss-0041.es-0042.srt;tt1142988_scene_9.mkv;8
1049;1;tt1142988scene-010.ss-0043.es-0046;Hard Neg;1.00;['Speech'];tt1142988-010;tt1142988;scene-010.ss-0043.es-0046.srt;tt1142988_scene_10.mkv;9
1050;1;tt1142988scene-011.ss-0047.es-0053;Hard Neg;1.00;['Speech'];tt1142988-011;tt1142988;scene-011.ss-0047.es-0053.srt;tt1142988_scene_11.mkv;10
